,review,sentiment,word_count
628,"['thought', 'errol', 'flynn', 'brilliant', 'custer', 'since', 'become', 'favourite', 'actor']",1,15
629,"['acting', 'alongside', 'olivia', 'de', 'havilland', 'brilliant', 'ending', 'fantastic']",1,13
630,"['always', 'known', 'errol', 'flynn', 'brilliant', 'actor', 'dads', 'favourite', 'actor', 'grew', 'watching', 'films', 'child']",1,28
631,"['wasnt', 'watched', 'film', 'realised', 'great', 'actually']",1,16
632,"['ill', 'give', 'film']",1,8
633,"['know', 'jim', 'oconnor', 'energetic', 'nobody', 'could', 'much', 'george', 'well', 'dull']",0,22
634,"['really', 'didnt', 'seem', 'want', 'hosting', 'voiceovers', 'monotonous', 'didnt', 'get', 'involved', 'guests']",0,19
635,"['lovely', 'little', 'thriller', 'hitchcock', 'lots', 'nice', 'shenanigans', 'surrounding', 'murdered', 'spy', 'kidnapped', 'child', 'nasty', 'church', 'foreign', 'plot', 'random', 'taxidermists']",1,27
636,"['jimmy', 'stewart', 'ever', 'great', 'hero', 'hitchcock', 'story', 'rips', 'along', 'cool', 'climax', 'embassy', 'function', 'lacks', 'brooding', 'menace', 'hitchcocks', 'black', 'white', 'lowbudget', 'original']",1,35
637,"['nevertheless', 'yet', 'another', 'wonderful', 'film', 'great', 'masters', 'stable']",1,10
638,"['say', 'film', 'excellently', 'produced', 'tops', 'ratings', 'typical', 'sci', 'fi', 'film']",1,20
639,"['excellently', 'produced', 'one', 'scifis', 'best', 'producers', 'scot', 'vandiver']",1,11
640,"['entertaining', 'nonetheless']",1,5
641,"['campy', 'sort', 'film', 'thats', 'joy', 'watch']",1,11
642,"['theres', 'barely', 'boring', 'moment', 'film', 'plenty', 'humorous', 'parts']",1,15
643,"['cast', 'always', 'entertaining', 'usual']",1,7
644,"['overall', 'delight']",1,3
645,"['movie', 'mindbendingly', 'awful', 'couldnt', 'even', 'created']",0,12
646,"['film', 'lacks', 'real', 'scares', 'tension', 'medical', 'terminology', 'used', 'throughout', 'bit', 'iffy', 'say', 'least', 'say', 'insulin', 'dependant', 'diabetic']",0,34
647,"['least', 'said', 'acting', 'better']",0,8
648,"['movie', 'excellent', 'job', 'revealing', 'complexity', 'task', 'incredible', 'challenges', 'facing', 'south', 'africa']",1,20
649,"['believe', 'every', 'one', 'see', 'movie', 'think', 'people', 'outside', 'south', 'africa', 'understand', 'past', 'attempted', 'truth', 'reconciliation', 'process']",1,31
650,"['nothing', 'short', 'magnificent', 'photographycinematography', 'film']",1,8
651,"['acting', 'fantastic', 'stories', 'seamlessly', 'woven', 'together', 'dogs', 'splendid', 'must', 'rent', 'view', 'see']",1,21
652,"['dont', 'afraid', 'subtitles', 'worth', 'little', 'aversion', 'therapy']",1,12
653,"['excellent', 'performance']",1,2
654,"['still', 'good', 'actors', 'around']",1,6
655,"['also', 'great', 'directing', 'photography']",1,5
656,"['true', 'shakespear', 'must', 'shakespear', 'fans']",1,11
657,"['macbeth', 'jason', 'connery', 'moved', 'tears', 'final', 'monolog', 'brief', 'candle', 'outhe', 'gave', 'sphere', 'moral', 'decay', 'dark', 'forces', 'human', 'face', 'makes', 'interesting']",1,33
658,"['helen', 'baxendale', 'credible', 'lady', 'macbeth', 'cheerfull', 'times', 'sometimes', 'looks', 'like', 'naughty', 'girl', 'deadly', 'taste', 'blood', 'evil']",1,33
659,"['love', 'death', 'decay', 'shakespears', 'lyrics', 'one']",1,13
660,"['witty', 'delightful', 'adaptation', 'dr', 'seuss', 'book', 'brilliantly', 'animated', 'upas', 'finest', 'thoroughly', 'deserving', 'academy', 'award']",1,24
661,"['special', 'mention', 'made', 'superb', 'music', 'score', 'sound', 'effects', 'integral', 'element', 'helping', 'make', 'memorable', 'enjoyable', 'cartoon']",1,29
662,"['however', 'paul', 'schrader', 'indeed', 'made', 'film', 'mishima', 'superb', 'complex']",1,16
663,"['also', 'notable', 'john', 'baileys', 'fine', 'crisp', 'beautifully', 'colored', 'cinematography', 'great', 'production', 'design', 'costumes', 'eiko', 'ishioka', 'went', 'memorable', 'costumes', 'coppolas', 'dracula', 'received', 'well', 'deserved', 'oscar']",1,39
664,"['even', 'allowing', 'poor', 'production', 'values', 'time', 'format', 'kind', 'miniseries', 'baaaaaad']",0,20
665,"['unless', 'youre', 'visually', 'collect', 'extant', 'films', 'austens', 'work', 'skip', 'one']",0,18
666,"['watch', 'however', 'small', 'consolations', 'actresses', 'playing', 'annes', 'sisters', 'wonderful', 'job', 'roles']",1,23
667,['good'],0,4
668,"['speaking', 'music', 'unbearably', 'predictably', 'kitchy']",0,10
669,"['film', 'dropped', 'ball']",0,7
670,"['stunning', 'movie']",1,5
671,"['raw', 'sublimely', 'moving']",1,4
672,"['felt', 'like', 'gripping', 'intelligent', 'stage', 'play', 'without', 'overly', 'theatrical', 'feeling', 'one', 'actually', 'gets', 'watching', 'people', 'stage', 'plays', 'everyones', 'terror', 'white', 'lie', 'escalating', 'monstrous', 'consequences']",1,37
673,"['main', 'players', 'mesmerising']",1,7
674,"['tom', 'wilkinson', 'broke', 'heart', 'end', 'everyone', 'elses', 'judging', 'amount', 'fumbling', 'hankies', 'hands', 'going', 'faces', 'among', 'males', 'females', 'alike']",1,30
675,"['julian', 'fellowes', 'triumphed']",1,5
676,"['hes', 'national', 'treasure']",1,4
677,"['go', 'see']",1,4
678,"['excellent', 'film']",1,5
679,"['aerial', 'scenes', 'welldone']",1,5
680,"['also', 'right', 'balance', 'war', 'love']",1,10
681,"['film', 'gives', 'meaning', 'phrase', 'never', 'history', 'human', 'conflict', 'much', 'owed', 'many']",1,25
682,"['kris', 'kristoffersen', 'good', 'movie', 'really', 'makes', 'difference']",1,12
683,"['good', 'film', 'great', 'director']",1,7
684,"['definitely', 'one', 'better', 'documentaries', 'seen', 'looking', 'family', 'relationships', 'marriage']",1,17
685,"['many', 'continuity', 'errors', 'one', 'user', 'commented', 'different', 'cars', 'garage', 'joes', 'glassesthe', 'one', 'got', 'fact', 'joes', 'facial', 'hair', 'configuration', 'seemed', 'change', 'scene', 'scene']",0,38
686,"['great', 'movie']",1,6
687,['stars'],1,5
688,"['cant', 'see', 'movie', 'inspiration', 'anyone', 'come', 'overcome', 'fear', 'rejection']",0,20
689,"['bad', 'actually', 'worth', 'seeing', 'reason']",0,11
690,"['punishment', 'park', 'brilliant', 'piece', 'cinema']",1,8
691,"['shot', 'southern', 'california', 'desert', 'using', 'patent', 'faux', 'documentary', 'style', 'watkins', 'creates', 'film', 'like']",1,19
692,"['one', 'peter', 'watkins', 'accessible', 'films']",1,9
693,"['advise', 'look']",1,8
694,"['wont', 'regret']",1,4
695,"['highly', 'recommended']",1,3
696,"['well', 'keep', 'thinking', 'bad']",0,10
697,"['mediocre', 'miserable', 'hollow', 'laughable', 'predictable', 'piece', 'garbage']",0,11
698,"['case', 'bad', 'laughable']",0,9
699,"['bad', 'performance', 'plays', 'angela', 'bennett', 'computer', 'expert', 'home', 'time']",0,17
700,"['film', 'nothing', 'pretext', 'show', 'ridiculous', 'action', 'scenes']",0,14
701,['awful'],0,4
702,"['still', 'bad', 'actress', 'repeating', 'robotic', 'face', 'moves', 'pictures']",0,17
703,"['results', 'well', 'shame']",0,6
704,"['delete', 'film', 'mind']",0,6
705,"['one', 'worst', 'shows', 'time']",0,8
706,"['show', 'would', 'begin', 'smart', 'ass', 'ed', 'comments', 'would', 'totally', 'wall', 'uncalled']",0,22
707,"['fat', 'computer', 'geek', 'unbelievable', 'bible', 'thumper', 'badass', 'girl', 'actors']",0,16
708,"['never', 'heard', 'except', 'cole', 'totally', 'unbelievable', 'part']",0,15
709,"['every', 'time', 'opened', 'mouth', 'expect', 'hear', 'see', 'kids', 'pulling', 'plug', 'mercy', 'killing', 'horrible', 'show']",0,24
710,"['stories', 'unbelievable', 'actors']",0,8
711,"['lame', 'would', 'best', 'way', 'describe']",0,9
712,"['stanwyck', 'morgan', 'perfectly', 'cast', 'many', 'ways', 'modern', 'equivalent', 'dickens', 'christmas', 'carol', 'sensibility']",1,22
713,"['success', 'film', 'depends', 'casting', 'sydney', 'greenstreet', 'alexander', 'yardley', 'character']",1,17
714,"['attractive', 'set', 'used', 'throughout', 'film', 'eyepleasing', 'gem']",1,13
715,"['im', 'big', 'fan', 'rpg', 'games', 'movie', 'disgrace', 'selfrespecting', 'rpger']",0,19
716,"['lines', 'cuts', 'audio', 'everything', 'wrong']",0,9
717,"['find', 'better', 'movies', 'youtube']",0,7
718,"['top', 'line', 'dont', 'waste', 'time', 'money', 'one', 'bad', 'comes']",0,17
719,"['lassie', 'movie', 'put', 'sleep', 'forever']",0,11
720,"['thats', 'id', 'describe', 'painfully', 'dreary', 'timewaster', 'film']",0,11
721,"['mediocre', 'every', 'aspect', 'becomes', 'dull', 'uninteresting', 'mess', 'one', 'forgettable', 'movies', 'ive', 'seen']",0,23
722,"['isnt', 'even', 'achievement', 'sobaditsgood', 'sobaditsmemorable', 'movie']",0,11
723,"['empty', 'hollow', 'shell', 'movie']",0,8
724,"['seriously', 'worth', 'wasting', 'kids', 'time']",0,11
725,"['avoid', 'avoid', 'avoid']",0,3
726,"['drive', 'barking', 'mad']",0,6
727,"['transfers', 'good']",1,5
728,"['nice', 'relaxing', 'late', 'night', 'viewing']",1,7
729,"['movie', 'full', 'wonderful', 'dancing', 'hence', 'title']",1,10
730,"['great', 'music', 'terrific', 'scenery']",1,7
731,"['handles', 'tough', 'issues', 'dignity', 'grace', 'course', 'shocking', 'spoiler']",1,16
732,"['happy', 'wonderful', 'feel', 'good', 'ending']",1,7
733,"['point', 'journey', 'journey', 'touches', 'every', 'member', 'family']",1,14
734,"['one', 'movies', 'need', 'see', 'whenever', 'comes', 'tvnever', 'mind', 'fact', 'already', 'memorized']",1,23
735,"['nothing', 'new']",0,3
736,"['done', 'second', 'movie']",0,7
737,"['movie', 'almost', 'action', 'scenes', 'little', 'comedy']",0,13
738,"['plot', 'holes', 'pair', 'fishnet', 'stockings', 'direction', 'editing', 'astonishingly', 'ham', 'fisted']",0,20
739,"['earth', 'irons', 'film']",0,9
740,"['saw', 'film', 'recommend']",1,9
741,"['good', 'plot', 'holds', 'complete', 'attention', 'acting', 'superb', 'tom', 'wilkinson', 'fantastic', 'emily', 'watson', 'also', 'good']",1,26
742,"['good', 'film', 'indeed', 'great', 'unconditional', 'love']",1,10
743,"['tom', 'wilkinsons', 'character', 'man', 'prepared', 'ordeal', 'begin', 'takes', 'matter', 'hand', 'story', 'progresses', 'great', 'actor', 'gives', 'performance', 'makes', 'feel', 'characters', 'anguish', 'suffering']",1,45
744,"['emily', 'watsons', 'character', 'strong', 'give', 'quick', 'glance', 'understand', 'everything']",1,19
745,"['despite', 'pans', 'reviewers', 'liked', 'movie']",1,9
746,"['fact', 'liked', 'better', 'interview', 'vampire', 'liked', 'lestat', 'stuart', 'townsend', 'better', 'cruises', 'attempt']",1,22
747,"['aailiyah', 'pretty', 'good', 'akasha', 'places', 'compelling', 'first', 'entrance', 'mini', 'dance', 'scene']",1,16
748,"['im', 'big', 'fan', 'series', 'mostly', 'due', 'anne', 'rices', 'style', 'sensitivities', 'treatments']",1,16
749,"['guess', 'liked', 'details', 'dysfunctionhe', 'believable']",1,11
750,"['football', 'scenes', 'end', 'perplexing']",0,8
751,"['thought', 'acting', 'skilled']",1,7
752,"['meredith', 'better', 'right']",1,7
753,"['charming', 'film', 'wonderful', 'sentiment', 'heart']",1,9
754,"['rare', 'filmmaker', 'takes', 'time', 'tell', 'worthy', 'moral', 'tale', 'care', 'love', 'doesnt', 'fall', 'trap', 'overly', 'syrupy', 'indulgent']",1,32
755,"['nine', 'ten', 'truly', 'lovely', 'film']",1,9
756,"['early', 'film', 'future', 'goremeister', 'lucio', 'fulci', 'good', 'addition', 'giallo', 'subgenre']",1,17
757,"['one', 'best', 'italian', 'thrillers', 'early']",1,12
758,"['standout', 'scene']",1,3
759,"['scene', 'strong', 'unpleasant']",0,7
760,"['technically', 'film', 'well', 'made', 'impressive', 'camerawork', 'solid', 'acting', 'effective', 'music', 'riz', 'ortolani', 'particularly', 'good', 'recurring', 'unaccompanied', 'female', 'vocal', 'sounds', 'like', 'coming', 'distant', 'hill']",1,35
761,"['still', 'wild', 'stuff', 'though', 'highly', 'recommended', 'fans', 'giallo', 'cinema']",1,14
762,"['movie', 'interesting', 'beginning', 'end']",1,10
763,"['liked', 'way', 'dustin', 'hoffmans', 'character', 'ready', 'everything', 'stay', 'son']",1,19
764,"['movie', 'also', 'revealing']",1,5
765,"['personally', 'think', 'shows', 'people', 'learn', 'find', 'compromise', 'self', 'without', 'involving', 'people', 'issue']",1,21
766,['boring'],0,4
767,"['tired', 'clichs', 'lazy', 'writing', 'come', 'thick', 'fast']",0,19
768,"['ps', 'scene', 'movie', 'cool', 'central', 'character', 'finds', 'room', 'blown']",1,20
769,"['fresh', 'subtle', 'rather', 'sublime', 'effect']",1,8
770,"['italian', 'reviewer', 'called', 'small', 'great', 'film', 'thats', 'right']",1,12
771,"['actors', 'give', 'wonderful', 'performance', 'especially', 'jennifer', 'rubin', 'jamie', 'harris', 'changes', 'nervous', 'starlet', 'beginning', 'strange', 'events', 'part', 'cool', 'star']",1,34
772,"['learn', 'lot', 'real', 'inside', 'emotions', 'people', 'movie', 'lot', 'movie', 'business']",1,22
773,"['movie', 'movie', 'situations', 'beginning', 'game', 'played', 'acting', 'coach', 'fascinating']",1,23
774,"['also', 'music', 'mark', 'snow', 'possibly', 'best', 'score', 'ive', 'ever', 'heard']",1,14
775,"['wont', 'forget', 'movie']",1,5
776,"['film', 'made']",0,5
777,"['film', 'ultracheap', 'look']",0,8
778,"['result', 'film', 'dont', 'look', 'right']",0,10
779,"['none', 'engaging', 'exciting']",0,7
780,"['plot', 'nonsense', 'doesnt', 'interest', 'slightest', 'way', 'uniqueness']",0,17
781,"['foreigner', 'worth', 'one', 'second', 'time']",0,10
782,"['saw', 'child', 'tv', 'back', 'stranger', 'loved']",1,20
783,"['duet', 'astronaut', 'doctor', 'beginning', 'movie', 'perfect', 'exchange', 'one', 'considers', 'movie', 'made', 'well', 'cold', 'war', 'astronauts', 'biggest', 'fear', 'crashed', 'ussr']",1,45
784,"['movie', 'awesome']",1,5
785,"['loved', 'really', 'scary']",1,7
786,"['love', 'scream', 'movies', 'horror', 'movies', 'one', 'ranks', 'way']",1,16
787,"['want', 'real', 'scare', 'rent', 'one']",1,9
789,"['extraordinary', 'film']",1,5
790,"['courtroom', 'drama', 'compelling', 'indictment', 'american', 'justice', 'system', 'frightening']",1,16
791,"['film', 'highlights', 'fundamental', 'flaws', 'legal', 'process', 'discovering', 'guilt', 'innocence', 'rather', 'presents', 'better', 'court']",1,27
792,"['film', 'well', 'paced', 'understated', 'one', 'best', 'courtroom', 'documentaries', 'ive', 'seen']",1,15
793,"['mostly', 'routine', 'factbased', 'tv', 'drama', 'gets', 'boost', 'fine', 'performance', 'cole']",1,15
794,"['predictable', 'bad', 'watch']",1,6
795,"['clear', 'range', 'ability', 'pull', 'part']",1,15
796,"['carries', 'movie', 'well']",1,5
797,"['constantine', 'gives', 'everything', 'right', 'intensity', 'seems', 'good', 'understanding', 'underlying', 'psychological', 'motivations']",1,18
798,"['wonderful', 'inspiring', 'watch', 'hope', 'gets', 'released', 'video', 'dvd']",1,20
799,"['piece', 'trash', 'ever', 'released', 'beyond', 'acting', 'story', 'characters', 'supposedly', 'special', 'effects', 'etcits', 'wrong']",0,24
800,"['fact', 'stinker', 'smells', 'like', 'directtovideo', 'release']",0,9
801,"['avoid', 'costs']",0,4
802,"['star', 'trek', 'v', 'final', 'frontier', 'worst', 'series']",0,12
803,"['acting', 'involved', 'includes', 'like', 'shatner', 'nimoy', 'bad', 'washed', 'making', 'seem', 'old', 'look', 'real', 'life', 'special', 'effects', 'tacky', 'like', 'spock', 'rescue', 'kirk', 'jet', 'pack', 'falls', 'mountain']",0,53
804,"['attempts', 'humor', 'pitiful', 'story', 'awful', 'dosent', 'bear', 'thinking', 'basically', 'involves', 'vulcan', 'stealing', 'enterprise', 'find', 'god', 'seriously', 'didnt', 'care', 'film', 'oh', 'mention', 'uhura', 'belly', 'dance', 'distract', 'male', 'guards']",0,51
805,"['place', 'good', 'film', 'garbage']",0,11
806,"['worst', 'one', 'series']",0,6
807,"['editing', 'editing', 'film', 'phenomenal', 'opinion']",1,11
808,"['song', 'could', 'explain', 'emotions', 'subjects', 'better', 'jay', 'adams', 'unfortunate', 'life', 'subject', 'talk', 'song', 'old', 'man', 'neil', 'young', 'played', 'evokes', 'many', 'emotions']",1,36
809,"['cinematography', 'film', 'shot', 'interesting', 'way']",1,9
810,"['course', 'footage', 'grainy', 'enhanced', 'film']",1,15
811,"['film', 'offers', 'many', 'delights', 'surprises']",1,7
812,"['achille', 'philippa', 'beautifully', 'sing', 'duet', 'giovanni', 'perfectly', 'describes', 'situation', 'movie', 'appreciate', 'subtle', 'layers', 'excellent', 'film']",1,28
813,"['story', 'unfolds', 'th', 'century', 'jutland', 'use', 'period', 'music', 'played', 'period', 'instruments', 'one', 'fine', 'touch']",1,23
814,"['share', 'general', 'loewenhielms', 'exquisite', 'joy', 'partaking', 'cailles', 'en', 'sarcophage', 'even', 'though', 'watching', 'movie', 'wish', 'small', 'sample', 'savor']",1,34
815,"['understated', 'film', 'leaves', 'lasting', 'impression']",1,8
816,"['warmth', 'generates', 'contrast', 'austere', 'backdrop']",1,11
817,"['leave', 'theater', 'wanting', 'go', 'dance', 'stars']",1,14
818,"['acting', 'youd', 'expect', 'cast', 'top', 'notch']",1,11
819,"['characters', 'fleshed', 'surprisingly', 'well', 'particularly', 'grimes', 'blake', 'actors', 'deliver', 'sharply', 'scripted', 'lines', 'right', 'amount', 'deadpan', 'tongue', 'cheek', 'make', 'dialogue', 'hilarious', 'realistic']",1,38
820,"['angus', 'scrimm', 'also', 'turns', 'good', 'performance', 'somewhat', 'brief', 'memorable', 'role', 'gently', 'menacing', 'violinplaying', 'anatomist', 'doctor', 'quinn']",1,23
821,"['conclusion', 'loved']",1,5
822,"['long', 'time', 'since', 'entertained', 'movie']",1,12
823,"['struggle', 'find', 'anything', 'bad', 'say']",1,10
824,"['mark', 'words', 'one', 'cult', 'films', 'like', 'evil', 'dead', 'phantasm', 'people', 'still', 'discovering', 'falling', 'love', 'years', 'line']",1,34
825,"['pretty', 'surprising', 'wonderful', 'film', 'made', 'hollywood', 'generally', 'collective', 'heads', 'sand', 'concerning', 'black', 'white', 'issues', 'time']",1,29
826,"['film', 'deserves', 'strong', 'kudos', 'taking', 'stand', 'exceptional', 'acting', 'mostly', 'lesserknown', 'cast', 'superintelligent', 'script', 'doesnt', 'insult', 'audience', 'take', 'easy', 'way', 'comes', 'white', 'racism']",1,40
827,"['plus', 'movies', 'rather', 'modest', 'budget', 'fast', 'running', 'time', 'amazing', 'job']",1,16
828,"['juano', 'hernandez', 'exceptional', 'actor', 'played', 'supporting', 'roles', 'many', 'films', 'era', 'proud', 'black', 'man', 'accused', 'murdering', 'white', 'man', 'south']",1,31
829,"['trumbull', 'love', 'lucy']",1,5
830,"['see', 'kids', 'chanceit', 'open', 'amazing', 'dialog', 'far', 'race', 'relations', 'come', 'last', 'years']",1,28
831,"['see', 'films']",1,6
832,"['year', 'however', 'reminded', 'us', 'huston', 'still', 'top', 'game', 'evinced', 'faithful', 'adaptation', 'james', 'joyces', 'acclaimed', 'novella', 'dead']",1,31
833,"['feelings', 'thoughtsgabriels', 'discomfort', 'danceall', 'intangibles', 'leap', 'life', 'come', 'within', 'viewers', 'grasp', 'hustons', 'portrayal']",1,20
834,"['disappointed', 'wondered', 'could', 'oscar', 'shortlist']",0,12
835,['slow'],0,3
836,"['lot', 'holes', 'plot', 'theres', 'nothing', 'became', 'emperor', 'nothing', 'spend', 'years', 'childhood', 'mature', 'age']",0,27
837,"['dont', 'waste', 'time']",0,5
838,"['end', 'days', 'one', 'worst', 'bigbudget', 'action', 'movies', 'ive', 'ever', 'seen']",0,14
839,"['surely', 'doesnt', 'know', 'make', 'coherent', 'action', 'movie', 'screenwriter', 'air', 'force', 'one', 'obliged', 'write', 'script', 'big', 'sum', 'money']",0,33
840,"['one', 'worst', 'films', 'ever', 'seen']",0,11
841,"['im', 'still', 'trying', 'get', 'bad']",0,10
842,"['movie', 'possibly', 'one', 'creative', 'works', 'horror', 'ever']",1,13
843,"['everything', 'could', 'want', 'suspense', 'drama', 'comedy', 'confusing', 'subplots', 'native', 'americans', 'brain', 'eating', 'youre', 'looking', 'beall', 'endall', 'brainsucking', 'movies', 'look']",1,28
844,"['great', 'sound', 'effects', 'impressive', 'special', 'effects', 'cant', 'recommend', 'movie', 'enough']",1,15
845,"['call', 'nut', 'think', 'one', 'best', 'movies', 'ever']",1,15
846,"['great', 'character', 'actors', 'telly', 'savalas', 'peter', 'boyle']",1,8
847,"['hour', 'minutes', 'sheer', 'tedium', 'melodrama', 'horrible', 'acting', 'mess', 'script', 'sinking', 'feeling', 'good', 'lord', 'thinking']",0,27
848,"['lots', 'holes', 'script']",0,6
849,"['like', 'bad', 'two', 'hour', 'tv', 'movie']",0,8
850,"['imagine', 'every', 'single', 'one', 'decisions', 'made', 'wrong']",0,12
851,"['dialogue', 'atrocious']",0,4
852,"['acting', 'beyond', 'abysmal']",0,5
853,"['everything', 'stinks']",0,2
854,"['trouble', 'writing', 'directing', 'make', 'impossible', 'establish', 'things', 'make', 'movie', 'watchable', 'like', 'character', 'story', 'theme']",0,25
855,"['worse', 'theres', 'incredibly', 'weak', 'subplot', 'thrown', 'follows', 'little', 'band', 'latterday', 'mansonites', 'go', 'reporter', 'whos', 'working', 'story', 'anniversary', 'killings']",0,33
856,"['dumb', 'pointless', 'complete', 'waste', 'time']",0,10
857,"['short', 'dont', 'bother', 'movie']",0,7
858,"['wont', 'spoil', 'ending', 'pretty', 'amazing']",1,10
859,"['best', 'scene', 'movie', 'end', 'wont', 'spoil']",1,15
860,"['ever', 'indication', 'writer', 'directors', 'ability', 'meld', 'two', 'highly', 'volatile', 'temperaments', 'seamless', 'union', 'creativity']",1,29
861,"['result', 'powerhouse', 'achievement', 'made', 'timely', 'perhaps', 'cultures', 'disturbing', 'fascination', 'celebrity', 'distorted', 'interpretations', 'fame']",1,25
862,"['film', 'easily', 'forgotten']",1,5
863,"['kevin', 'spacey', 'excellent', 'verbal', 'tsunami', 'buddy', 'ackerman', 'totally', 'believable', 'great', 'actor']",1,21
864,"['scripting', 'subtle', 'comedy', 'unmatched', 'movie', 'recent', 'years']",1,14
865,"['characters', 'interesting', 'even', 'bit', 'predictable']",1,9
866,"['highly', 'recommended', 'ages', 'although', 'younger', 'set', 'probably', 'appreciate', 'subtle', 'references', 'certainly', 'appreciate', 'one', 'galley', 'scene', 'particular']",1,28
867,"['great', 'movie']",1,2
868,"['also', 'story', 'acting', 'weak']",0,7
869,"['around', 'pm', 'bought', 'around', 'pm', 'started', 'watch', 'around', 'pm', 'fast', 'forwarded', 'remaining', 'film', 'see', 'anything', 'left', 'watchable', 'human', 'brain', 'wasnt']",0,41
870,"['either', 'way', 'sucks']",0,4
871,"['script', 'horrendously', 'stupid']",0,5
872,"['story', 'starts', 'fast', 'absolutely', 'suspense', 'buildup', 'slightest']",0,14
873,"['everything', 'captain', 'howdy', 'says', 'either', 'laughable', 'plain', 'stupid']",0,11
874,"['hell', 'kind', 'crap']",0,8
875,"['theres', 'plot', 'holes']",0,5
876,"['could', 'drive', 'semi', 'truck', 'holes']",0,9
877,"['linda', 'cardellini', 'thing', 'good', 'film']",1,10
878,"['shes', 'poised', 'amazing']",1,4
879,"['dee', 'snider', 'plain', 'sucks']",0,5
880,"['cant', 'act', 'one', 'least', 'scary', 'villains', 'ever', 'seen', 'cant', 'write', 'write', 'damn', 'movie', 'sleep']",0,25
881,"['bored', 'throughout', 'whole', 'damn', 'thing']",0,8
882,"['acting', 'sucks', 'music', 'sucks', 'script', 'sucks', 'pacing', 'sucks', 'special', 'fx', 'suck', 'directing', 'sucks', 'basically', 'movie', 'sucks']",0,23
883,"['film', 'tries', 'serious', 'sophisticated', 'thrillerhorror', 'flick', 'fails', 'miserably']",0,15
884,"['probably', 'one', 'least', 'effective', 'utterly', 'unoriginal', 'films', 'ever', 'seen', 'entire', 'life']",0,20
885,"['piece', 'cinematic', 'garbage', 'captured', 'celluloid']",0,8
886,"['avoid', 'costs']",0,6
887,"['rate', 'film', 'stinks', 'funny', 'fulci', 'stayed', 'giallo', 'supernatural', 'zombie', 'movies']",0,20
888,"['avoid', 'film', 'costs']",0,6
889,"['dont', 'know', 'happened', 'season', 'five', 'mess']",0,11
890,"['consistent', 'thread', 'holding', 'series', 'together', 'amazing', 'performances', 'leni', 'parker', 'anita', 'laselva', 'two', 'taelons', 'quiet', 'idealogical', 'conflict']",0,26
891,"['movie', 'really', 'dislike']",0,8
892,"['one', 'boring', 'horror', 'movies', 'mainly', 'starts', 'slow', 'centers', 'boring', 'atmosphere']",0,22
893,"['puppets', 'look', 'really', 'cheesy', 'good', 'way', 'like', 'puppet', 'master', 'flicks']",0,18
894,"['story', 'lame', 'interesting', 'never', 'really', 'explains', 'sinister', 'origins', 'puppets']",0,16
895,"['arent', 'death', 'scenes', 'like', 'previous', 'movies', 'fx', 'terrible']",0,13
896,"['felt', 'asleep', 'first', 'time', 'watched', 'recommend', 'insomniacs']",0,16
897,"['fact', 'film', 'wonderful', 'heartwarming', 'tale', 'two', 'people', 'chasing', 'dreams']",1,16
898,"['best', 'part', 'nurse', 'betty', 'unpredictability']",1,9
899,"['director', 'neil', 'labute', 'uses', 'brutal', 'violence', 'seperate', 'dreams', 'reality', 'along', 'touching', 'drama', 'hilarious', 'comedy', 'never', 'tell', 'going', 'happen', 'next']",1,30
900,"['otherwise', 'dont', 'even', 'waste', 'time']",0,8
901,"['one', 'fails', 'create', 'real', 'suspense']",0,9
902,"['killer', 'dont', 'expect', 'anything', 'original', 'even', 'remotely', 'frightening']",0,12
903,"['however', 'pretty', 'good', 'acting', 'least', 'type', 'film']",1,14
904,"['im', 'sorry', 'really', 'cant', 'recommend', 'anyone']",0,11
905,"['one', 'boringpointless', 'movies', 'ever', 'seen']",0,10
906,"['secondary', 'plot', 'line', 'incomprehensible', 'relation', 'primary', 'plot', 'line', 'mystifying']",0,16
907,['hated'],0,2
908,"['one', 'worst', 'sandra', 'bullock', 'movie', 'since', 'speed', 'quite', 'bad']",0,17
909,"['dont', 'understand', 'garbage', 'got', 'shelves', 'movie', 'store', 'even', 'real', 'movie']",0,20
910,"['highly', 'doubt', 'anyone', 'could', 'ever', 'like', 'trash']",0,10
911,['moviemaking'],0,4
912,"['acting', 'like', 'watching', 'wooden', 'puppets', 'moving', 'around', 'reading', 'book', 'thats', 'bad']",0,19
913,"['warn', 'youdo', 'rent', 'movie', 'dumbest', 'thing', 'never', 'seen']",0,20
914,"['saw', 'short', 'film', 'hbo', 'day', 'absolutely', 'loved']",1,14
915,"['didnt', 'realize', 'wonderful', 'short', 'really', 'last', 'two', 'scenes']",1,14
916,"['excellent', 'short', 'film']",1,3
917,"['hopefully', 'director', 'james', 'cox', 'turn', 'short', 'feature', 'length', 'film', 'cast', 'win', 'us', 'whole', 'new', 'film']",1,27
918,"['agree', 'jessica', 'movie', 'pretty', 'bad']",0,9
919,"['characters', 'onedimensional', 'even', 'good', 'guys', 'especially', 'bad', 'guys']",0,12
920,"['story', 'line', 'totally', 'predictable']",0,6
921,"['much', 'dialogue', 'much', 'music', 'whole', 'film', 'shot', 'elaborately', 'aesthetically', 'like', 'sculpture']",1,18
922,"['ive', 'seen', 'soap', 'operas', 'intelligent', 'movie']",0,9
923,"['bad', 'characters', 'bad', 'story', 'bad', 'acting']",0,7
924,"['really', 'awful']",0,2
925,"['easy', 'watch']",0,4
